Year,Month,Day,Max Temp (F),Min Temp (F),Precipitation (in),Max Temp (C),Min Temp (C)
1998,6,14,59,49,0.0,15.0,9.444444444444445
1998,6,15,59,45,0.06,15.0,7.222222222222222
1998,6,16,57,39,0.06,13.88888888888889,3.888888888888889
1998,6,17,56,37,0.0,13.333333333333334,2.7777777777777777
1998,6,18,59,35,0.0,15.0,1.6666666666666667
1998,6,19,58,43,0.0,14.444444444444445,6.111111111111111
1998,6,20,57,51,0.05,13.88888888888889,10.555555555555555
1998,6,21,56,49,0.66,13.333333333333334,9.444444444444445
1998,6,22,52,40,0.16,11.11111111111111,4.444444444444445
1998,6,23,56,43,0.05,13.333333333333334,6.111111111111111
1998,6,24,57,48,0.2,13.88888888888889,8.88888888888889
1998,6,25,57,45,0.02,13.88888888888889,7.222222222222222
1998,6,26,57,46,0.0,13.88888888888889,7.777777777777778
1998,6,27,61,45,0.0,16.11111111111111,7.222222222222222
1998,6,28,58,47,0.06,14.444444444444445,8.333333333333334
1998,6,29,55,48,0.03,12.777777777777779,8.88888888888889
1998,6,30,55,40,0.0,12.777777777777779,4.444444444444445
1998,7,1,55,37,0.02,12.777777777777779,2.7777777777777777
1998,7,2,55,42,0.0,12.777777777777779,5.555555555555555
1998,7,3,57,38,0.0,13.88888888888889,3.3333333333333335
1998,7,4,62,47,0.0,16.666666666666668,8.333333333333334
1998,7,5,62,53,0.0,16.666666666666668,11.666666666666666
1998,7,6,58,46,0.25,14.444444444444445,7.777777777777778
1998,7,7,60,45,0.0,15.555555555555555,7.222222222222222
1998,7,8,56,47,0.0,13.333333333333334,8.333333333333334
1998,7,9,56,50,0.14,13.333333333333334,10.0
1998,7,10,53,38,0.0,11.666666666666666,3.3333333333333335
1998,7,11,54,39,0.0,12.222222222222221,3.888888888888889
1998,7,12,51,35,0.0,10.555555555555555,1.6666666666666667
1998,7,13,58,39,0.0,14.444444444444445,3.888888888888889
1998,7,14,60,38,0.0,15.555555555555555,3.3333333333333335
1998,7,15,56,40,0.0,13.333333333333334,4.444444444444445
1998,7,16,59,39,0.0,15.0,3.888888888888889
1998,7,17,59,46,0.0,15.0,7.777777777777778
1998,7,18,58,43,0.0,14.444444444444445,6.111111111111111
1998,7,19,61,39,0.0,16.11111111111111,3.888888888888889
1998,7,20,58,48,0.0,14.444444444444445,8.88888888888889
1998,7,21,58,47,0.02,14.444444444444445,8.333333333333334
1998,7,22,57,39,0.02,13.88888888888889,3.888888888888889
1998,7,23,60,38,0.0,15.555555555555555,3.3333333333333335
1998,7,24,58,43,0.0,14.444444444444445,6.111111111111111
1998,7,25,56,36,0.0,13.333333333333334,2.2222222222222223
1998,7,26,58,44,0.0,14.444444444444445,6.666666666666667
1998,7,27,56,49,0.02,13.333333333333334,9.444444444444445
1998,7,28,50,43,0.85,10.0,6.111111111111111
1998,7,29,53,41,0.28,11.666666666666666,5.0
1998,7,30,54,40,0.13,12.222222222222221,4.444444444444445
1998,7,31,56,41,0.04,13.333333333333334,5.0
1998,8,1,56,43,0.0,13.333333333333334,6.111111111111111
1998,8,2,52,48,0.06,11.11111111111111,8.88888888888889
1998,8,3,58,49,0.06,14.444444444444445,9.444444444444445
1998,8,4,60,49,0.0,15.555555555555555,9.444444444444445
1998,8,5,58,44,0.0,14.444444444444445,6.666666666666667
1998,8,6,63,44,0.13,17.22222222222222,6.666666666666667
1998,8,7,60,47,0.14,15.555555555555555,8.333333333333334
1998,8,8,59,42,0.0,15.0,5.555555555555555
1998,8,9,59,48,0.0,15.0,8.88888888888889
1998,8,10,64,46,0.01,17.77777777777778,7.777777777777778
1998,8,11,60,49,0.0,15.555555555555555,9.444444444444445
1998,8,12,62,53,0.02,16.666666666666668,11.666666666666666
1998,8,13,60,54,0.09,15.555555555555555,12.222222222222221
1998,8,14,59,51,0.0,15.0,10.555555555555555
1998,8,15,59,50,0.0,15.0,10.0
1998,8,16,56,38,0.0,13.333333333333334,3.3333333333333335
1998,8,17,58,40,0.0,14.444444444444445,4.444444444444445
1998,8,18,61,49,0.0,16.11111111111111,9.444444444444445
1998,8,19,68,48,0.0,20.0,8.88888888888889
1998,8,20,62,56,0.06,16.666666666666668,13.333333333333334
1998,8,21,62,51,0.57,16.666666666666668,10.555555555555555
1998,8,22,58,52,0.02,14.444444444444445,11.11111111111111
1998,8,23,59,46,0.21,15.0,7.777777777777778
1998,8,24,63,39,0.09,17.22222222222222,3.888888888888889
1998,8,25,57,49,0.18,13.88888888888889,9.444444444444445
1998,8,26,63,46,0.13,17.22222222222222,7.777777777777778
1998,8,27,68,41,0.0,20.0,5.0
1998,8,28,65,40,0.0,18.333333333333332,4.444444444444445
1998,8,29,64,38,0.0,17.77777777777778,3.3333333333333335
1998,8,30,69,42,0.0,20.555555555555557,5.555555555555555
1998,8,31,71,41,0.0,21.666666666666668,5.0
1998,9,1,63,46,0.0,17.22222222222222,7.777777777777778
1998,9,2,80,44,0.0,26.666666666666668,6.666666666666667
1998,9,3,70,58,0.1,21.11111111111111,14.444444444444445
1998,9,4,63,47,0.0,17.22222222222222,8.333333333333334
1998,9,5,58,49,0.27,14.444444444444445,9.444444444444445
1998,9,6,59,49,0.01,15.0,9.444444444444445
1998,9,7,59,49,0.0,15.0,9.444444444444445
1998,9,8,62,41,0.0,16.666666666666668,5.0
1998,9,9,67,48,0.0,19.444444444444443,8.88888888888889
1998,9,10,71,49,0.0,21.666666666666668,9.444444444444445
1998,9,11,72,51,0.0,22.22222222222222,10.555555555555555
1998,9,12,61,53,0.16,16.11111111111111,11.666666666666666
1998,9,13,60,52,0.07,15.555555555555555,11.11111111111111
1998,9,14,60,45,0.0,15.555555555555555,7.222222222222222
1998,9,15,60,52,0.04,15.555555555555555,11.11111111111111
1998,9,16,60,52,0.03,15.555555555555555,11.11111111111111
1998,9,17,72,48,0.02,22.22222222222222,8.88888888888889
1998,9,18,74,60,0.0,23.333333333333332,15.555555555555555
1998,9,19,62,53,0.02,16.666666666666668,11.666666666666666
1998,9,20,65,39,0.0,18.333333333333332,3.888888888888889
1998,9,21,74,41,0.0,23.333333333333332,5.0
1998,9,22,76,63,0.02,24.444444444444443,17.22222222222222
1998,9,23,61,53,1.02,16.11111111111111,11.666666666666666
1998,9,24,58,45,0.04,14.444444444444445,7.222222222222222
1998,9,25,65,44,0.0,18.333333333333332,6.666666666666667
1998,9,26,71,52,0.0,21.666666666666668,11.11111111111111
1998,9,27,78,45,0.0,25.555555555555557,7.222222222222222
1998,9,28,82,55,0.16,27.77777777777778,12.777777777777779
1998,9,29,72,54,0.0,22.22222222222222,12.222222222222221
1998,9,30,83,47,0.0,28.333333333333332,8.333333333333334
1998,10,1,81,61,0.0,27.22222222222222,16.11111111111111
1998,10,2,70,59,0.03,21.11111111111111,15.0
1998,10,3,63,56,0.22,17.22222222222222,13.333333333333334
1998,10,4,65,53,0.0,18.333333333333332,11.666666666666666
1998,10,5,70,48,0.0,21.11111111111111,8.88888888888889
1998,10,6,60,53,0.91,15.555555555555555,11.666666666666666
1998,10,7,60,52,0.05,15.555555555555555,11.11111111111111
1998,10,8,61,47,0.0,16.11111111111111,8.333333333333334
1998,10,9,61,50,0.06,16.11111111111111,10.0
1998,10,10,61,43,0.01,16.11111111111111,6.111111111111111
1998,10,11,65,49,0.01,18.333333333333332,9.444444444444445
1998,10,12,68,59,0.0,20.0,15.0
1998,10,13,66,53,0.02,18.88888888888889,11.666666666666666
1998,10,14,79,44,0.0,26.11111111111111,6.666666666666667
1998,10,15,69,50,0.04,20.555555555555557,10.0
1998,10,16,84,45,0.0,28.88888888888889,7.222222222222222
1998,10,17,91,63,0.0,32.77777777777778,17.22222222222222
1998,10,18,65,58,0.0,18.333333333333332,14.444444444444445
1998,10,19,60,51,0.05,15.555555555555555,10.555555555555555
1998,10,20,60,49,0.16,15.555555555555555,9.444444444444445
1998,10,21,62,53,0.02,16.666666666666668,11.666666666666666
1998,10,22,69,45,0.0,20.555555555555557,7.222222222222222
1998,10,23,79,52,0.0,26.11111111111111,11.11111111111111
1998,10,24,85,50,0.0,29.444444444444443,10.0
1998,10,25,64,51,0.0,17.77777777777778,10.555555555555555
1998,10,26,62,54,0.01,16.666666666666668,12.222222222222221
1998,10,27,60,48,0.16,15.555555555555555,8.88888888888889
1998,10,28,65,39,0.0,18.333333333333332,3.888888888888889
1998,10,29,72,45,0.0,22.22222222222222,7.222222222222222
1998,10,30,69,46,0.0,20.555555555555557,7.777777777777778
1998,10,31,66,54,0.0,18.88888888888889,12.222222222222221
1998,11,1,67,49,0.0,19.444444444444443,9.444444444444445
1998,11,2,84,46,0.0,28.88888888888889,7.777777777777778
1998,11,3,86,60,0.0,30.0,15.555555555555555
1998,11,4,67,65,0.0,19.444444444444443,18.333333333333332
1998,11,5,72,56,0.04,22.22222222222222,13.333333333333334
1998,11,6,89,51,0.04,31.666666666666668,10.555555555555555
1998,11,7,66,61,0.2,18.88888888888889,16.11111111111111
1998,11,8,68,50,0.0,20.0,10.0
1998,11,9,81,54,0.0,27.22222222222222,12.222222222222221
1998,11,10,76,63,0.0,24.444444444444443,17.22222222222222
1998,11,11,62,58,0.57,16.666666666666668,14.444444444444445
1998,11,12,68,56,0.01,20.0,13.333333333333334
1998,11,13,70,52,0.0,21.11111111111111,11.11111111111111
1998,11,14,86,52,0.0,30.0,11.11111111111111
1998,11,15,67,59,0.04,19.444444444444443,15.0
1998,11,16,67,49,0.0,19.444444444444443,9.444444444444445
1998,11,17,71,49,0.0,21.666666666666668,9.444444444444445
1998,11,18,70,50,0.0,21.11111111111111,10.0
1998,11,19,72,52,0.0,22.22222222222222,11.11111111111111
1998,11,20,77,50,0.0,25.0,10.0
1998,11,21,74,55,0.0,23.333333333333332,12.777777777777779
1998,11,22,71,54,0.0,21.666666666666668,12.222222222222221
1998,11,23,79,54,0.0,26.11111111111111,12.222222222222221
1998,11,24,84,55,0.0,28.88888888888889,12.777777777777779
1998,11,25,85,58,0.0,29.444444444444443,14.444444444444445
1998,11,26,91,61,0.0,32.77777777777778,16.11111111111111
1998,11,27,67,58,0.06,19.444444444444443,14.444444444444445
1998,11,28,66,55,0.0,18.88888888888889,12.777777777777779
1998,11,29,70,50,0.0,21.11111111111111,10.0
1998,11,30,80,51,0.0,26.666666666666668,10.555555555555555
1998,12,1,89,61,0.0,31.666666666666668,16.11111111111111
1998,12,2,94,73,0.0,34.44444444444444,22.77777777777778
1998,12,3,68,55,0.0,20.0,12.777777777777779
1998,12,4,66,58,0.02,18.88888888888889,14.444444444444445
1998,12,5,66,56,0.0,18.88888888888889,13.333333333333334
1998,12,6,67,56,0.0,19.444444444444443,13.333333333333334
1998,12,7,80,55,0.0,26.666666666666668,12.777777777777779
1998,12,8,84,49,0.0,28.88888888888889,9.444444444444445
1998,12,9,93,60,0.0,33.888888888888886,15.555555555555555
1998,12,10,103,67,0.0,39.44444444444444,19.444444444444443
1998,12,11,104,71,0.0,40.0,21.666666666666668
1998,12,12,91,83,0.0,32.77777777777778,28.333333333333332
1998,12,13,74,65,0.03,23.333333333333332,18.333333333333332
1998,12,14,72,58,0.09,22.22222222222222,14.444444444444445
1998,12,15,73,61,0.0,22.77777777777778,16.11111111111111
1998,12,16,76,58,0.0,24.444444444444443,14.444444444444445
1998,12,17,74,51,0.0,23.333333333333332,10.555555555555555
1998,12,18,76,56,0.0,24.444444444444443,13.333333333333334
1998,12,19,88,54,0.0,31.11111111111111,12.222222222222221
1998,12,20,66,60,0.28,18.88888888888889,15.555555555555555
1998,12,21,67,55,0.0,19.444444444444443,12.777777777777779
1998,12,22,78,59,0.0,25.555555555555557,15.0
1998,12,23,92,56,0.0,33.333333333333336,13.333333333333334
1998,12,24,96,59,0.0,35.55555555555556,15.0
1998,12,25,84,67,0.0,28.88888888888889,19.444444444444443
1998,12,26,66,58,0.03,18.88888888888889,14.444444444444445
1998,12,27,67,52,0.0,19.444444444444443,11.11111111111111
1998,12,28,68,49,0.0,20.0,9.444444444444445
1998,12,29,71,55,0.0,21.666666666666668,12.777777777777779
1998,12,30,80,55,0.0,26.666666666666668,12.777777777777779
1998,12,31,89,54,0.0,31.666666666666668,12.222222222222221
1999,1,1,95,66,0.0,35.0,18.88888888888889
1999,1,2,99,64,0.0,37.22222222222222,17.77777777777778
1999,1,3,82,64,0.0,27.77777777777778,17.77777777777778
1999,1,4,99,63,0.0,37.22222222222222,17.22222222222222
1999,1,5,105,73,0.04,40.55555555555556,22.77777777777778
1999,1,6,104,79,0.0,40.0,26.11111111111111
1999,1,7,81,78,0.01,27.22222222222222,25.555555555555557
1999,1,8,86,70,0.63,30.0,21.11111111111111
1999,1,9,89,69,0.0,31.666666666666668,20.555555555555557
1999,1,10,107,69,0.0,41.666666666666664,20.555555555555557
1999,1,11,71,67,0.0,21.666666666666668,19.444444444444443
1999,1,12,80,60,0.0,26.666666666666668,15.555555555555555
1999,1,13,78,59,0.0,25.555555555555557,15.0
1999,1,14,89,60,0.0,31.666666666666668,15.555555555555555
1999,1,15,90,59,0.0,32.22222222222222,15.0
1999,1,16,96,66,0.0,35.55555555555556,18.88888888888889
1999,1,17,90,64,0.0,32.22222222222222,17.77777777777778
1999,1,18,91,65,0.0,32.77777777777778,18.333333333333332
1999,1,19,75,61,0.0,23.88888888888889,16.11111111111111
1999,1,20,75,58,0.0,23.88888888888889,14.444444444444445
1999,1,21,81,58,0.0,27.22222222222222,14.444444444444445
1999,1,22,74,59,0.0,23.333333333333332,15.0
1999,1,23,80,63,0.0,26.666666666666668,17.22222222222222
1999,1,24,92,63,0.0,33.333333333333336,17.22222222222222
1999,1,25,87,63,0.0,30.555555555555557,17.22222222222222
1999,1,26,81,64,0.0,27.22222222222222,17.77777777777778
1999,1,27,93,65,0.0,33.888888888888886,18.333333333333332
1999,1,28,75,66,0.0,23.88888888888889,18.88888888888889
1999,1,29,72,65,0.0,22.22222222222222,18.333333333333332
1999,1,30,78,61,0.0,25.555555555555557,16.11111111111111
1999,1,31,89,61,0.0,31.666666666666668,16.11111111111111
1999,2,1,98,68,0.0,36.666666666666664,20.0
1999,2,2,98,83,0.0,36.666666666666664,28.333333333333332
1999,2,3,95,72,0.03,35.0,22.22222222222222
1999,2,4,97,73,0.02,36.111111111111114,22.77777777777778
1999,2,5,90,71,0.0,32.22222222222222,21.666666666666668
1999,2,6,74,68,0.01,23.333333333333332,20.0
1999,2,7,70,51,0.0,21.11111111111111,10.555555555555555
1999,2,8,77,57,0.0,25.0,13.88888888888889
1999,2,9,87,56,0.0,30.555555555555557,13.333333333333334
1999,2,10,90,70,0.0,32.22222222222222,21.11111111111111
1999,2,11,91,71,0.0,32.77777777777778,21.666666666666668
1999,2,12,91,72,0.0,32.77777777777778,22.22222222222222
1999,2,13,85,63,0.0,29.444444444444443,17.22222222222222
1999,2,14,92,67,0.0,33.333333333333336,19.444444444444443
1999,2,15,73,67,0.0,22.77777777777778,19.444444444444443
1999,2,16,72,60,0.0,22.22222222222222,15.555555555555555
1999,2,17,72,64,0.0,22.22222222222222,17.77777777777778
1999,2,18,69,57,0.02,20.555555555555557,13.88888888888889
1999,2,19,77,50,0.0,25.0,10.0
1999,2,20,87,53,0.0,30.555555555555557,11.666666666666666
1999,2,21,88,60,0.0,31.11111111111111,15.555555555555555
1999,2,22,91,68,0.0,32.77777777777778,20.0
1999,2,23,90,74,0.0,32.22222222222222,23.333333333333332
1999,2,24,73,59,0.0,22.77777777777778,15.0
1999,2,25,86,61,0.0,30.0,16.11111111111111
1999,2,26,87,65,0.0,30.555555555555557,18.333333333333332
1999,2,27,89,60,0.0,31.666666666666668,15.555555555555555
1999,2,28,90,66,0.0,32.22222222222222,18.88888888888889
1999,3,1,93,72,0.0,33.888888888888886,22.22222222222222
1999,3,2,79,67,0.0,26.11111111111111,19.444444444444443
1999,3,3,74,66,0.0,23.333333333333332,18.88888888888889
1999,3,4,74,61,0.0,23.333333333333332,16.11111111111111
1999,3,5,80,57,0.0,26.666666666666668,13.88888888888889
1999,3,6,72,61,0.0,22.22222222222222,16.11111111111111
1999,3,7,76,62,0.66,24.444444444444443,16.666666666666668
1999,3,8,90,63,0.0,32.22222222222222,17.22222222222222
1999,3,9,96,72,0.0,35.55555555555556,22.22222222222222
1999,3,10,81,63,0.0,27.22222222222222,17.22222222222222
1999,3,11,83,54,0.0,28.333333333333332,12.222222222222221
1999,3,12,73,59,0.0,22.77777777777778,15.0
1999,3,13,69,58,0.0,20.555555555555557,14.444444444444445
1999,3,14,71,52,0.0,21.666666666666668,11.11111111111111
1999,3,15,73,54,0.0,22.77777777777778,12.222222222222221
1999,3,16,77,53,0.0,25.0,11.666666666666666
1999,3,17,83,60,0.0,28.333333333333332,15.555555555555555
1999,3,18,73,63,0.52,22.77777777777778,17.22222222222222
1999,3,19,80,60,0.02,26.666666666666668,15.555555555555555
1999,3,20,78,59,0.0,25.555555555555557,15.0
1999,3,21,68,65,0.43,20.0,18.333333333333332
1999,3,22,67,55,0.28,19.444444444444443,12.777777777777779
1999,3,23,76,52,0.0,24.444444444444443,11.11111111111111
1999,3,24,89,60,0.0,31.666666666666668,15.555555555555555
1999,3,25,74,62,0.11,23.333333333333332,16.666666666666668
1999,3,26,73,66,0.01,22.77777777777778,18.88888888888889
1999,3,27,71,58,0.0,21.666666666666668,14.444444444444445
1999,3,28,64,51,0.09,17.77777777777778,10.555555555555555
1999,3,29,65,47,0.0,18.333333333333332,8.333333333333334
1999,3,30,63,51,0.0,17.22222222222222,10.555555555555555
1999,3,31,61,54,0.01,16.11111111111111,12.222222222222221
1999,4,1,63,51,0.0,17.22222222222222,10.555555555555555
1999,4,2,67,50,0.0,19.444444444444443,10.0
1999,4,3,78,46,0.0,25.555555555555557,7.777777777777778
1999,4,4,72,58,0.05,22.22222222222222,14.444444444444445
1999,4,5,67,54,0.13,19.444444444444443,12.222222222222221
1999,4,6,70,56,0.0,21.11111111111111,13.333333333333334
1999,4,7,65,46,0.0,18.333333333333332,7.777777777777778
1999,4,8,74,45,0.0,23.333333333333332,7.222222222222222
1999,4,9,76,51,0.0,24.444444444444443,10.555555555555555
1999,4,10,74,51,0.0,23.333333333333332,10.555555555555555
1999,4,11,81,52,0.0,27.22222222222222,11.11111111111111
1999,4,12,80,55,0.0,26.666666666666668,12.777777777777779
1999,4,13,74,54,0.0,23.333333333333332,12.222222222222221
1999,4,14,69,57,0.0,20.555555555555557,13.88888888888889
1999,4,15,69,55,0.0,20.555555555555557,12.777777777777779
1999,4,16,65,52,0.0,18.333333333333332,11.11111111111111
1999,4,17,67,44,0.0,19.444444444444443,6.666666666666667
1999,4,18,72,45,0.0,22.22222222222222,7.222222222222222
1999,4,19,70,49,0.0,21.11111111111111,9.444444444444445
1999,4,20,65,57,0.07,18.333333333333332,13.88888888888889
1999,4,21,64,47,0.07,17.77777777777778,8.333333333333334
1999,4,22,66,42,0.0,18.88888888888889,5.555555555555555
1999,4,23,69,41,0.0,20.555555555555557,5.0
1999,4,24,71,38,0.0,21.666666666666668,3.3333333333333335
1999,4,25,74,45,0.0,23.333333333333332,7.222222222222222
1999,4,26,64,42,0.0,17.77777777777778,5.555555555555555
1999,4,27,60,43,0.0,15.555555555555555,6.111111111111111
1999,4,28,63,41,0.01,17.22222222222222,5.0
1999,4,29,61,51,0.0,16.11111111111111,10.555555555555555
1999,4,30,65,42,0.0,18.333333333333332,5.555555555555555
1999,5,1,62,42,0.0,16.666666666666668,5.555555555555555
1999,5,2,71,41,0.0,21.666666666666668,5.0
1999,5,3,76,47,0.0,24.444444444444443,8.333333333333334
1999,5,4,73,44,0.0,22.77777777777778,6.666666666666667
1999,5,5,74,47,0.0,23.333333333333332,8.333333333333334
1999,5,6,77,49,0.0,25.0,9.444444444444445
1999,5,7,76,53,0.0,24.444444444444443,11.666666666666666
1999,5,8,64,56,0.0,17.77777777777778,13.333333333333334
1999,5,9,63,49,0.0,17.22222222222222,9.444444444444445
1999,5,10,66,55,0.0,18.88888888888889,12.777777777777779
1999,5,11,66,48,0.0,18.88888888888889,8.88888888888889
1999,5,12,63,54,0.27,17.22222222222222,12.222222222222221
1999,5,13,60,54,0.27,15.555555555555555,12.222222222222221
1999,5,14,62,53,0.0,16.666666666666668,11.666666666666666
1999,5,15,58,54,0.24,14.444444444444445,12.222222222222221
1999,5,16,60,38,0.01,15.555555555555555,3.3333333333333335
1999,5,17,74,49,0.0,23.333333333333332,9.444444444444445
1999,5,18,74,57,0.02,23.333333333333332,13.88888888888889
1999,5,19,68,49,0.0,20.0,9.444444444444445
1999,5,20,75,50,0.0,23.88888888888889,10.0
1999,5,21,69,59,0.11,20.555555555555557,15.0
1999,5,22,70,56,0.03,21.11111111111111,13.333333333333334
1999,5,23,59,55,0.64,15.0,12.777777777777779
1999,5,24,58,54,0.05,14.444444444444445,12.222222222222221
1999,5,25,60,54,0.28,15.555555555555555,12.222222222222221
1999,5,26,62,52,0.0,16.666666666666668,11.11111111111111
1999,5,27,62,45,0.0,16.666666666666668,7.222222222222222
1999,5,28,65,47,0.0,18.333333333333332,8.333333333333334
1999,5,29,63,56,0.28,17.22222222222222,13.333333333333334
1999,5,30,62,57,0.08,16.666666666666668,13.88888888888889
1999,5,31,59,55,0.14,15.0,12.777777777777779
1999,6,1,62,47,0.0,16.666666666666668,8.333333333333334
1999,6,2,64,45,0.0,17.77777777777778,7.222222222222222
1999,6,3,60,41,0.0,15.555555555555555,5.0
1999,6,4,68,50,0.0,20.0,10.0
1999,6,5,61,53,0.32,16.11111111111111,11.666666666666666
1999,6,6,61,48,0.0,16.11111111111111,8.88888888888889
1999,6,7,54,45,0.11,12.222222222222221,7.222222222222222
1999,6,8,63,40,0.0,17.22222222222222,4.444444444444445
1999,6,9,62,40,0.0,16.666666666666668,4.444444444444445
1999,6,10,59,46,0.17,15.0,7.777777777777778
1999,6,11,58,38,0.0,14.444444444444445,3.3333333333333335
1999,6,12,57,45,0.0,13.88888888888889,7.222222222222222
1999,6,13,53,48,0.74,11.666666666666666,8.88888888888889
1999,6,14,56,46,0.34,13.333333333333334,7.777777777777778
1999,6,15,57,49,0.06,13.88888888888889,9.444444444444445
1999,6,16,60,48,0.09,15.555555555555555,8.88888888888889
1999,6,17,62,48,0.0,16.666666666666668,8.88888888888889
1999,6,18,59,54,0.35,15.0,12.222222222222221
1999,6,19,67,45,0.0,19.444444444444443,7.222222222222222
1999,6,20,60,49,0.0,15.555555555555555,9.444444444444445
1999,6,21,60,53,0.0,15.555555555555555,11.666666666666666
1999,6,22,57,43,0.0,13.88888888888889,6.111111111111111
1999,6,23,60,38,0.0,15.555555555555555,3.3333333333333335
1999,6,24,60,41,0.0,15.555555555555555,5.0
1999,6,25,59,46,0.11,15.0,7.777777777777778
1999,6,26,56,44,0.02,13.333333333333334,6.666666666666667
1999,6,27,64,37,0.01,17.77777777777778,2.7777777777777777
1999,6,28,64,44,0.0,17.77777777777778,6.666666666666667
1999,6,29,63,51,0.0,17.22222222222222,10.555555555555555
1999,6,30,58,48,0.44,14.444444444444445,8.88888888888889
1999,7,1,58,46,0.0,14.444444444444445,7.777777777777778
1999,7,2,56,47,0.08,13.333333333333334,8.333333333333334
1999,7,3,55,50,0.0,12.777777777777779,10.0
1999,7,4,59,37,0.0,15.0,2.7777777777777777
1999,7,5,60,43,0.0,15.555555555555555,6.111111111111111
1999,7,6,64,50,0.0,17.77777777777778,10.0
1999,7,7,66,53,0.0,18.88888888888889,11.666666666666666
1999,7,8,60,54,0.03,15.555555555555555,12.222222222222221
1999,7,9,60,47,0.43,15.555555555555555,8.333333333333334
1999,7,10,58,40,0.01,14.444444444444445,4.444444444444445
1999,7,11,57,46,0.0,13.88888888888889,7.777777777777778
1999,7,12,59,43,0.0,15.0,6.111111111111111
1999,7,13,60,40,0.0,15.555555555555555,4.444444444444445
1999,7,14,64,43,0.0,17.77777777777778,6.111111111111111
1999,7,15,64,44,0.0,17.77777777777778,6.666666666666667
1999,7,16,64,51,0.0,17.77777777777778,10.555555555555555
1999,7,17,62,54,0.0,16.666666666666668,12.222222222222221
1999,7,18,61,49,0.01,16.11111111111111,9.444444444444445
1999,7,19,57,49,0.61,13.88888888888889,9.444444444444445
1999,7,20,57,49,0.71,13.88888888888889,9.444444444444445
1999,7,21,58,47,0.11,14.444444444444445,8.333333333333334
1999,7,22,58,52,0.04,14.444444444444445,11.11111111111111
1999,7,23,56,49,0.0,13.333333333333334,9.444444444444445
1999,7,24,57,49,0.0,13.88888888888889,9.444444444444445
1999,7,25,60,49,0.0,15.555555555555555,9.444444444444445
1999,7,26,61,42,0.0,16.11111111111111,5.555555555555555
1999,7,27,63,45,0.0,17.22222222222222,7.222222222222222
1999,7,28,66,39,0.0,18.88888888888889,3.888888888888889
1999,7,29,68,47,0.0,20.0,8.333333333333334
1999,7,30,58,54,0.0,14.444444444444445,12.222222222222221
1999,7,31,56,42,0.0,13.333333333333334,5.555555555555555
1999,8,1,55,49,0.0,12.777777777777779,9.444444444444445
1999,8,2,57,33,0.0,13.88888888888889,0.5555555555555556
1999,8,3,59,34,0.0,15.0,1.1111111111111112
1999,8,4,58,35,0.0,14.444444444444445,1.6666666666666667
1999,8,5,59,34,0.0,15.0,1.1111111111111112
1999,8,6,62,40,0.0,16.666666666666668,4.444444444444445
1999,8,7,67,52,0.01,19.444444444444443,11.11111111111111
1999,8,8,58,48,0.28,14.444444444444445,8.88888888888889
1999,8,9,59,48,0.35,15.0,8.88888888888889
1999,8,10,62,49,0.0,16.666666666666668,9.444444444444445
1999,8,11,67,52,0.0,19.444444444444443,11.11111111111111
1999,8,12,59,49,0.0,15.0,9.444444444444445
1999,8,13,57,50,0.06,13.88888888888889,10.0
1999,8,14,59,51,0.07,15.0,10.555555555555555
1999,8,15,55,42,0.0,12.777777777777779,5.555555555555555
1999,8,16,57,40,0.0,13.88888888888889,4.444444444444445
1999,8,17,62,44,0.0,16.666666666666668,6.666666666666667
1999,8,18,69,52,0.0,20.555555555555557,11.11111111111111
1999,8,19,61,52,0.0,16.11111111111111,11.11111111111111
1999,8,20,58,42,0.0,14.444444444444445,5.555555555555555
1999,8,21,61,43,0.0,16.11111111111111,6.111111111111111
1999,8,22,62,38,0.0,16.666666666666668,3.3333333333333335
1999,8,23,66,38,0.0,18.88888888888889,3.3333333333333335
1999,8,24,75,42,0.0,23.88888888888889,5.555555555555555
1999,8,25,74,57,0.0,23.333333333333332,13.88888888888889
1999,8,26,61,52,0.03,16.11111111111111,11.11111111111111
1999,8,27,59,42,0.0,15.0,5.555555555555555
1999,8,28,59,38,0.0,15.0,3.3333333333333335
1999,8,29,64,38,0.0,17.77777777777778,3.3333333333333335
1999,8,30,74,46,0.0,23.333333333333332,7.777777777777778
1999,8,31,71,54,0.0,21.666666666666668,12.222222222222221
1999,9,1,65,51,0.0,18.333333333333332,10.555555555555555
1999,9,2,76,46,0.0,24.444444444444443,7.777777777777778
1999,9,3,84,65,0.0,28.88888888888889,18.333333333333332
1999,9,4,62,54,0.76,16.666666666666668,12.222222222222221
1999,9,5,60,51,0.1,15.555555555555555,10.555555555555555
1999,9,6,58,47,0.09,14.444444444444445,8.333333333333334
1999,9,7,63,41,0.0,17.22222222222222,5.0
1999,9,8,70,48,0.0,21.11111111111111,8.88888888888889
1999,9,9,67,56,0.0,19.444444444444443,13.333333333333334
1999,9,10,65,54,0.0,18.333333333333332,12.222222222222221
1999,9,11,65,40,0.0,18.333333333333332,4.444444444444445
1999,9,12,71,53,0.0,21.666666666666668,11.666666666666666
1999,9,13,63,53,0.02,17.22222222222222,11.666666666666666
1999,9,14,78,46,0.0,25.555555555555557,7.777777777777778
1999,9,15,72,51,0.0,22.22222222222222,10.555555555555555
1999,9,16,58,51,0.17,14.444444444444445,10.555555555555555
1999,9,17,56,48,0.47,13.333333333333334,8.88888888888889
